company,name,fuel,km_driven,mileage,torque,seats,engine,Insurance_id,Insurance
Hyundai,Hyundai Accent GLE,Petrol,120000,15.6 kmpl,"12.7@ 2,700(kgm@ rpm)",5,1582 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Alto LX,Petrol,250000,24.8 kmpl,,5,1197 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Volkswagen,Volkswagen Polo 1.2 MPI Comfortline,Petrol,80000,28.4 kmpl,114Nm@ 4000rpm,5,1248 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Volkswagen,Volkswagen Polo Diesel Trendline 1.2L,Diesel,120000,20.14 kmpl,330Nm@ 1600-2800rpm,5,1396 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Toyota,Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,Diesel,20000,22.54 kmpl,200Nm@ 2000-3500rpm,7,1896 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Ritz LDi,Diesel,70000,12.05 kmpl,84Nm@ 3500rpm,5,999 CC,4,"Comapany Name:Go Digit,Policy Plan:4300"
Tata,Tata Sumo MKII Turbo 2.0 LX,Diesel,40000,16.8 kmpl,90Nm@ 3500rpm,9,1493 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Hyundai,Hyundai Sonata 2.4 GDi MT,Petrol,100000,25.1 kmpl,114Nm@ 4000rpm,5,1461 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Swift VVT VXI,Petrol,123000,14.0 kmpl,114Nm@ 4000rpm,5,1396 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Alto 800 LXI CNG,CNG,77000,20.36 kmpl,259.8Nm@ 1900-2750rpm,5,1497 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Hyundai,Hyundai Grand i10 Sportz,Petrol,7000,18.9 kmpl,95Nm@ 3000-4300rpm,5,1493 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Mahindra,Mahindra Quanto C8,Diesel,70000,24.3 kmpl,101Nm@ 3000rpm,7,1598 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Hyundai,Hyundai i10 Sportz 1.1L,Petrol,30000,25.44 kmpl,215Nm@ 1750-3000rpm,5,2523 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Renault,Renault KWID 1.0 RXT Optional,Petrol,120000,19.09 kmpl,22.4 kgm at 1750-2750rpm,5,1197 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater,Diesel,70000,16.0 kmpl,90.3Nm@ 4200rpm,8,2179 CC,4,"Comapany Name:Go Digit,Policy Plan:4300"
Toyota,Toyota Innova 2.5 VX (Diesel) 7 Seater,Diesel,105000,18.5 kmpl,146Nm at 4800 rpm,7,1197 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Jaguar,Jaguar XF 3.0 Litre S Premium Luxury,Diesel,109322,12.05 kmpl,124.6Nm@ 3500rpm,5,998 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Volkswagen,Volkswagen Vento Diesel Highline,Diesel,120000,21.1 kmpl,200Nm@ 2000rpm,5,1197 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Mahindra,Mahindra TUV 300 T10,Diesel,24000,25.44 kmpl,350Nm@ 1750-2500rpm,7,1461 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Hyundai,Hyundai Verna 1.6 SX,Diesel,70000,17.19 kmpl,190Nm@ 2000rpm,5,1248 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Honda,Honda City 1.5 V MT Exclusive,Petrol,35000,18.9 kmpl,114Nm@ 3500rpm,5,1248 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Hyundai,Hyundai Grand i10 Sportz,Petrol,80000,18.9 kmpl,59Nm@ 2500rpm,5,1197 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Ritz ZDi,Diesel,70000,18.6 kmpl,200Nm@ 1750rpm,5,1582 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Honda,Honda City 2017-2020 GXi,Petrol,100000,20.0 kmpl,290Nm@ 1800-2800rpm,5,1248 CC,4,"Comapany Name:Go Digit,Policy Plan:4300"
Maruti,Maruti Swift Dzire LDI,Diesel,9000,19.3 kmpl,430Nm@ 1750-2500rpm,5,1493 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Mahindra,Mahindra XUV500 AT W6 2WD,Diesel,20000,13.93 kmpl,202Nm@ 3600-5200rpm,7,1199 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Tata,Tata Nexon 1.2 Revotron XM,Petrol,45000,22.32 kmpl,430Nm@ 1750-2500rpm,5,1498 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Volkswagen,Volkswagen Polo 2015-2019 1.0 MPI Comfortline,Petrol,110000,19.7 kmpl,320Nm@ 1500-3000rpm,5,2609 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Ertiga VDI,Diesel,20000,21.14 kmpl,400Nm,7,1047 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Hyundai,Hyundai Elite i20 Sportz Plus BSIV,Petrol,68089,10.0 kmpl,213Nm@ 4500rpm,5,1248 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Ertiga SHVS VDI,Diesel,58343,25.0 kmpl,90Nm@ 3500rpm,7,998 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Volkswagen,Volkswagen Polo GT TSI BSIV,Petrol,38817,28.4 kmpl,190Nm@ 2000rpm,5,998 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Hyundai,Hyundai i20 Magna 1.2,Petrol,56494,24.3 kmpl,110Nm@ 4800rpm,5,1498 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Renault,Renault KWID RXT,Petrol,79328,23.0 kmpl,200Nm@ 1200-3600rpm,5,1998 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Volkswagen,Volkswagen Polo GT TSI BSIV,Petrol,5621,16.25 kmpl,113Nm@ 4200rpm,5,999 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Honda,Honda City i DTEC S,Diesel,25538,22.54 kmpl,132Nm@ 3000rpm,5,1197 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Hyundai,Hyundai i20 Asta 1.4 CRDi,Diesel,69779,22.0 kmpl,113Nm@ 4200rpm,5,1197 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Swift Dzire AMT VDI,Diesel,56290,21.66 kmpl,190.24nm@ 1750-2250rpm,5,1196 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Wagon R LXI Minor,Petrol,7500,21.9 kmpl,400Nm@ 1750-2500rpm,5,1497 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Tata,Tata Manza Aqua Safire,Petrol,8500,17.3 kmpl,400Nm@ 1750-2500rpm,5,2143 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Swift Dzire AMT ZDI Plus,Diesel,7032,23.65 kmpl,110Nm@ 4800rpm,5,1197 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Hyundai,Hyundai Verna 1.4 VTVT,Petrol,11000,22.0 kmpl,153Nm@ 3800rpm,5,1197 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Ertiga SHVS VDI,Diesel,2000,12.8 kmpl,350Nm@ 1500-2750rpm,7,1497 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Hyundai,Hyundai i20 1.2 Magna,Petrol,40000,20.14 kmpl,90Nm@ 3500rpm,5,1197 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Mahindra,Mahindra Scorpio 1.99 S10,Diesel,20000,21.66 kmpl,90Nm@ 3500rpm,7,1399 CC,0,"Comapany Name:Acko,Policy Plan:4578"
BMW,BMW 3 Series 320d Prestige,Diesel,90000,24.52 kmpl,,5,796 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Ford,Ford Aspire Titanium BSIV,Petrol,60000,23.1 kmpl,197Nm@ 1750rpm,5,1497 CC,4,"Comapany Name:Go Digit,Policy Plan:4300"
Hyundai,Hyundai i20 Active 1.4 SX with AVN,Diesel,475000,27.39 kmpl,277.5Nm@ 1700-2200rpm,5,1197 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Tata,Tata Indigo CS eVX,Diesel,70000,22.9 kmpl,"8.6@ 3,500(kgm@ rpm)",5,1248 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Wagon R VXI BS IV,Petrol,40000,18.49 kmpl,90Nm@ 3500rpm,5,796 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Vitara Brezza ZDi AMT,Diesel,34000,16.8 kmpl,190Nm@ 2000rpm,5,1197 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Swift Dzire VXi,Petrol,120000,14.74 kmpl,330Nm@ 1600-2800rpm,5,796 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Wagon R LXI Minor,Petrol,10000,24.2 kmpl,114Nm@ 3500rpm,5,2179 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Ford,Ford Fusion 1.4 TDCi Diesel,Diesel,80000,19.0 kmpl,195Nm@ 1400-2200rpm,5,1948 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti SX4 VDI,Diesel,100000,19.34 kmpl,"12.7@ 2,700(kgm@ rpm)",5,796 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Mahindra,Mahindra Scorpio LX BSIV,Diesel,120000,13.2 km/kg,220Nm at 1400-2600 rpm,9,814 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Tata,Tata Indica V2 DiCOR DLG BS-III,Diesel,100000,18.2 kmpl,"12.7@ 2,700(kgm@ rpm)",5,1461 CC,4,"Comapany Name:Go Digit,Policy Plan:4300"
Mahindra,Mahindra Scorpio LX,Diesel,25000,25.32 kmpl,114Nm@ 4000rpm,9,1197 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Hyundai,Hyundai Verna 1.6 SX CRDi (O),Diesel,52000,16.2 kmpl,84Nm@ 3500rpm,5,2179 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Tata,Tata Tigor 1.05 Revotorq XZ,Diesel,63000,20.54 kmpl,190Nm@ 2000rpm,5,1396 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Renault,Renault KWID AMT,Petrol,90000,17.7 kmpl,90Nm@ 3500rpm,5,2494 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Swift Vdi BSIII,Diesel,60000,16.0 kmpl,114Nm@ 3500rpm,5,999 CC,4,"Comapany Name:Go Digit,Policy Plan:4300"
Maruti,Maruti Swift VDI BSIV,Diesel,35000,23.08 kmpl,62Nm@ 3000rpm,5,998 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Alto K10 LXI,Petrol,80000,20.54 kmpl,180 Nm at 1440-1500rpm,5,1248 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Tata,Tata Nano Lx,Petrol,110000,18.9 kmpl,160Nm@ 2000rpm,4,1495 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Diesel,20000,25.2 kmpl,343Nm@ 1400-3400rpm,8,1991 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Hyundai,Hyundai Accent GLS 1.6 ABS,Petrol,90000,18.2 kmpl,205Nm@ 1750-3250rpm,5,1199 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Ertiga VDI,Diesel,30000,18.5 kmpl,280Nm@ 1350-4600rpm,7,1197 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Tata,Tata Sumo Gold GX,Diesel,61000,15.37 kmpl,190Nm@ 2000rpm,7,1497 CC,4,"Comapany Name:Go Digit,Policy Plan:4300"
Mahindra,Mahindra KUV 100 D75 K8,Diesel,66000,26.21 kmpl,62Nm@ 2500rpm,6,1497 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Swift ZDi,Diesel,80000,17.11 kmpl,104Nm@ 4000rpm,5,1396 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Alto LXi,Petrol,27000,22.0 kmpl,259.9Nm@ 1900-2750rpm,5,1047 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Mahindra,Mahindra Scorpio 1.99 S4,Diesel,60000,14.0 kmpl,115Nm@ 3500-3600rpm,7,1498 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Hyundai,Hyundai i20 1.4 CRDi Sportz,Diesel,139000,18.2 kmpl,90Nm@ 3500rpm,5,1248 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Mahindra,Mahindra Scorpio SLE BSIV,Diesel,60000,18.49 kmpl,85Nm@ 3000rpm,8,796 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Hyundai,Hyundai i10 Sportz,Petrol,10000,13.1 kmpl,59Nm@ 2500rpm,5,995 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Wagon R LXI Minor,Petrol,30000,25.83 kmpl,215Nm@ 1750-2500rpm,5,1199 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Hyundai,Hyundai EON Era,Petrol,125000,26.59 kmpl,259.8Nm@ 1900-2750rpm,5,1598 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Ritz LXI,Petrol,45000,21.63 kmpl,190Nm@ 2000rpm,5,998 CC,4,"Comapany Name:Go Digit,Policy Plan:4300"
Maruti,Maruti Zen LXI,Petrol,30000,22.54 kmpl,90.3Nm@ 4200rpm,5,1598 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Toyota,Toyota Corolla DX,Petrol,80500,21.94 km/kg,62Nm@ 3000rpm,5,1388 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Baleno Sigma,Petrol,200000,12.8 kmpl,170Nm@ 1800-2400rpm,5,1248 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Swift Dzire VXI Optional,Petrol,60000,23.08 kmpl,195Nm@ 1400-2200rpm,5,1498 CC,4,"Comapany Name:Go Digit,Policy Plan:4300"
Mahindra,Mahindra XUV500 AT W9 2WD,Diesel,18000,28.4 kmpl,59Nm@ 2500rpm,7,1248 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Toyota,Toyota Etios Liva 1.2 V Dual Tone,Petrol,110000,19.09 kmpl,789Nm@ 2250rpm,5,1248 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Mahindra,Mahindra Bolero Pik-Up FB 1.7T,Diesel,90000,19.7 kmpl,62Nm@ 3000rpm,2,1248 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Hyundai,Hyundai Creta 1.6 CRDi SX,Diesel,120000,19.7 kmpl,"12.7@ 2,700(kgm@ rpm)",5,2523 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Honda,Honda City i-DTEC ZX,Diesel,127000,19.4 kmpl,190Nm@ 2000rpm,5,1248 CC,4,"Comapany Name:Go Digit,Policy Plan:4300"
Tata,Tata Zest Quadrajet 1.3 XMS,Diesel,70000,18.9 kmpl,200Nm@ 1750rpm,5,1582 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Wagon R VXI BS IV,Petrol,116500,18.9 kmpl,22.4 kgm at 1750-2750rpm,5,1461 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Swift Dzire VDI,Diesel,120000,22.54 kmpl,113.7Nm@ 4000rpm,5,1248 CC,4,"Comapany Name:Go Digit,Policy Plan:4300"
Hyundai,Hyundai i20 Asta 1.4 CRDi,Diesel,100000,22.54 kmpl,"14.9@ 3,000(kgm@ rpm)",5,998 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti A-Star Vxi,Petrol,90000,28.4 kmpl,160Nm@ 2000rpm,5,2179 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Honda,Honda City i VTEC CVT VX,Petrol,120000,17.0 kmpl,550Nm@ 1750-2750rpm,5,1493 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Toyota,Toyota Innova 2.5 E Diesel PS 7-Seater,Diesel,40000,22.0 kmpl,400Nm@ 1750-2500rpm,7,998 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Volkswagen,Volkswagen Polo Diesel Trendline 1.2L,Diesel,18000,18.7 kmpl,250Nm@ 1500-3000rpm,5,796 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Ciaz ZDi Plus SHVS,Diesel,70000,17.6 kmpl,200Nm@ 1750rpm,5,1598 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Honda,Honda City 2017-2020 EXi,Petrol,29000,21.64 kmpl,360Nm@ 1750-2800rpm,5,1248 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Mahindra,Mahindra Xylo D4,Diesel,65755,24.0 kmpl,115Nm@ 4000rpm,7,1047 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Hyundai,Hyundai EON Era Plus,Petrol,2600,17.92 kmpl,205Nm@ 1750-3250rpm,5,796 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Honda,Honda City 1.5 V MT,Petrol,46000,19.7 kmpl,330Nm@ 1600-2800rpm,5,2494 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Swift Dzire VDi,Diesel,15000,17.3 km/kg,74.5Nm@ 4000rpm,5,1248 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Volkswagen,Volkswagen Ameo 1.5 TDI Highline 16 Alloy,Diesel,60000,14.3 kmpl,190Nm@ 2000rpm,5,1120 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Ford,Ford Endeavour 2.5L 4X2 MT,Diesel,15500,21.9 kmpl,90Nm@ 3500rpm,7,1197 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Hyundai,Hyundai Verna SX CRDi AT,Diesel,120000,20.36 kmpl,200Nm@ 1750rpm,5,998 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Mahindra,Mahindra TUV 300 T8 AMT,Diesel,120000,15.1 kmpl,"12.5@ 3,000(kgm@ rpm)",7,1248 CC,4,"Comapany Name:Go Digit,Policy Plan:4300"
Ford,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,Diesel,120000,,"18@ 1,600-2,200(kgm@ rpm)",5,1497 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Swift VDI Optional,Diesel,80000,18.1 kmpl,180 Nm at 1440-1500rpm,5,1599 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Volkswagen,Volkswagen Ameo 1.0 MPI Comfortline,Petrol,40000,23.2 kmpl,300Nm@ 1750-2500rpm,5,1248 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Hyundai,Hyundai Verna 1.6 CRDI,Diesel,15000,23.0 kmpl,112Nm@ 4000rpm,5,2179 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Honda,Honda City i DTEC S,Diesel,110000,14.07 kmpl,320Nm@ 1700-2700rpm,5,1196 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Swift Dzire LDI,Diesel,80000,25.0 kmpl,200Nm@ 1400-3400rpm,5,1396 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Tata,Tata Zest Revotron 1.2T XMS,Petrol,50000,20.0 kmpl,245Nm@ 1750rpm,5,1248 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Renault,Renault Duster 85PS Diesel RxL Option,Diesel,110000,20.0 kmpl,290Nm@ 1800-2800rpm,5,1197 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Toyota,Toyota Innova 2.5 Z Diesel 7 Seater,Diesel,100000,21.1 kmpl,200Nm@ 1750rpm,7,1396 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Hyundai,Hyundai Verna 1.6 SX CRDi (O),Diesel,20000,18.3 kmpl,259.87nm@ 1500-3000rpm,5,2179 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Toyota,Toyota Platinum Etios 1.4 GXD,Diesel,135000,18.2 kmpl,195Nm@ 1400-2200rpm,5,1493 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Honda,Honda WR-V i-VTEC S,Petrol,50700,19.01 kmpl,135Nm@ 2500rpm,5,1498 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Ford,Ford Fiesta 1.5 TDCi Titanium,Diesel,70000,19.3 kmpl,180Nm@ 2000rpm,5,2179 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Alto K10 VXI,Petrol,120000,18.49 kmpl,"24.5@ 3,500-4,500(kgm@ rpm)",5,1197 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Swift Dzire VDI,Diesel,112000,16.8 kmpl,200Nm@ 1200-3600rpm,5,1197 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Hyundai,Hyundai i20 Active SX Diesel,Diesel,35000,12.2 kmpl,190.24nm@ 1750-2250rpm,5,1248 CC,0,"Comapany Name:Acko,Policy Plan:4578"
BMW,BMW X1 sDrive20d M Sport,Diesel,50000,20.14 kmpl,245Nm@ 1750rpm,5,936 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti S-Cross 2017-2020 Delta DDiS 200 SH,Diesel,121000,16.1 kmpl,200Nm@ 1200-3600rpm,5,1396 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Swift Dzire VDI Optional,Diesel,120000,14.4 kmpl,290Nm@ 1800-2800rpm,5,995 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Mahindra,Mahindra Bolero B4,Diesel,90000,17.7 kmpl,"16.1@ 4,200(kgm@ rpm)",7,1197 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Ford,Ford Ecosport Sports Diesel,Diesel,70000,17.0 kmpl,90Nm@ 3500rpm,5,2179 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Honda,Honda Amaze E Diesel BSIV,Diesel,20000,23.0 kmpl,91Nm@ 4250rpm,5,814 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Tata,Tata Manza Aura Safire,Petrol,60000,,200Nm@ 1900rpm,5,936 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Toyota,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Diesel,40000,22.3 kmpl,400Nm@ 1750-2500rpm,8,1197 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Tata,Tata Sumo EX,Diesel,440000,25.83 kmpl,200Nm@ 1400-3400rpm,9,998 CC,4,"Comapany Name:Go Digit,Policy Plan:4300"
Mahindra,Mahindra Bolero B4,Diesel,60000,11.5 kmpl,240Nm@ 1600-2800rpm,7,998 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Tata,Tata New Safari 3L Dicor LX 4x2,Diesel,110000,21.1 kmpl,90Nm@ 3500rpm,7,1197 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Mahindra,Mahindra Scorpio 1.99 S10 4WD,Diesel,152000,17.3 kmpl,219.66nm@ 1500-2750rpm,7,1399 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Wagon R VXI,Petrol,220000,15.96 kmpl,"11.4 kgm at 4,000 rpm",5,2179 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Swift Dzire LXI,Petrol,70000,21.1 kmpl,195Nm@ 1400-2200rpm,5,1582 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Hyundai,Hyundai Creta 1.6 CRDi Anniversary Edition,Diesel,50000,17.92 kmpl,170Nm@ 1750-4000rpm,5,796 CC,4,"Comapany Name:Go Digit,Policy Plan:4300"
Hyundai,Hyundai Creta 1.4 CRDi S,Diesel,125000,13.6 kmpl,190Nm@ 2000rpm,5,1498 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Ford,Ford Ecosport 1.5 Diesel Titanium,Diesel,60000,22.37 kmpl,112Nm@ 4000rpm,5,2148 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Swift LXi BSIV,Petrol,90000,19.33 kmpl,83Nm@ 3000rpm,5,1396 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Hyundai,Hyundai EON Magna Plus,Petrol,30000,14.1 kmpl,83Nm@ 3000rpm,5,1248 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Mercedes-Benz,Mercedes-Benz E-Class E350 Petrol,Petrol,90000,18.0 kmpl,200Nm@ 1200-3600rpm,5,1248 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Hyundai,Hyundai Creta 1.6 CRDi SX,Diesel,20000,19.16 kmpl,110Nm@ 3750rpm,5,1498 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Volkswagen,Volkswagen Polo Diesel Highline 1.2L,Diesel,110000,21.79 kmpl,190Nm@ 2000rpm,5,1968 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti 800 Std,Petrol,150000,27.39 kmpl,250Nm@ 1500-2500rpm,4,1396 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Swift ZXI Plus,Petrol,110000,18.2 kmpl,22.4 kgm at 1750-2750rpm,5,1197 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Alto 800 VXI,Petrol,120000,12.99 kmpl,259.9Nm@ 1900-2750rpm,5,1498 CC,16,"Comapany Name:Royal Sundaram,Policy Plan:7234"
Maruti,Maruti Ertiga SHVS VDI,Diesel,120000,22.0 kmpl,124.5Nm@ 3500rpm,7,1498 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Swift VDI Optional,Diesel,80000,16.78 kmpl,250Nm@ 1000-2000rpm,5,1497 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Swift Dzire AMT VXI,Petrol,110000,22.0 kmpl,220Nm@ 1500-2750rpm,5,1248 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Mahindra,Mahindra Bolero 2011-2019 ZLX,Diesel,40000,24.0 kmpl,140Nm@ 1500-4000rpm,7,1197 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Renault,Renault Pulse RxZ,Diesel,110000,16.78 kmpl,250Nm@ 1500-2500rpm,5,2494 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Swift Dzire ZDI,Diesel,20000,16.78 kmpl,280Nm@ 1800-2800rpm,5,1498 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Hyundai,Hyundai Verna 1.6 CRDI,Diesel,230000,19.0 kmpl,160Nm@ 2000rpm,5,1498 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Toyota,Toyota Etios GD,Diesel,60000,14.3 kmpl,108Nm@ 4400rpm,5,1248 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Ford,Ford Figo Diesel EXI Option,Diesel,35000,16.8 kmpl,90Nm@ 3500rpm,5,998 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Esteem Lxi - BSIII,Petrol,45000,22.9 kmpl,114.73Nm@ 4000rpm,5,1248 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Omni 5 Seater BSIV,Petrol,45000,20.85 kmpl,51Nm@ 4000+/-500rpm,5,1248 CC,0,"Comapany Name:Acko,Policy Plan:4578"
Maruti,Maruti Vitara Brezza ZDi Plus Dual Tone,Diesel,25000,15.6 kmpl,140Nm@ 1500-4000rpm,5,1493 CC,0,"Comapany Name:Acko,Policy Plan:4578"
